Did Anthony Robbins change your life?	How did Tony Robbins change your life?	1
Why isn't Bing as successful as Google?	Why isn't Bing catching up to google? What are the drawbacks?	0
How do I configure BSNL Teracom modem to be used as wifi router for cable net?	How do I use my BSNL TERACOM modem as a WiFi Router?	0
How do I track my cheating partner?	How do I track my cheating spouse?	1
What kind of men are attractive to woman?	What kind of woman is attractive to most men?	0
Why don't I get a date?	Why can't you get a date?	0
Is there any possibility to increase height after 21?	Can height increase after 25?	1
9.Sulfur dioxide and bromine and water react to form hydrogen bromide and sulfuric acid (H2SO4) . SO2+Br2+2H2O→HBr+2H2SO4 S2O+2Br+2H2O→2HBr+H2SO4 SO2+Br2+H2O→HBr+2H2SO4 SO2+Br2+2H2O→2HBr+H2SO4?	Is SO2 a Lewis acid or base?	0
Is it dangerous to have Dinner in the Sky? How much it costs? Can any one share personal experience?	Motor control?	0
Instagram (product): How do I quickly unfollow people on Instagram?	How do I contact Instagram?	0
What are some good ways to wash my dog?	What are some ways to wash a dog?	1
Is there a natural remedy for losing body hair?	Is there a natural remedy to lose unnecessary body hair?	1
What are some of the latest trends in India?	Will L&T INFOTECH take any serious action if I break the bond of two years?	0
What do WWE stars say about the comment that Indians think the entire show is made-up?	Do people agree that HHH is not able to entertain the WWE universe the way Vince McMahon was?	0
How driverless cars will affect the life insurance industry?	How will driverless cars impact the auto insurance industry?	1
How are deaths in series faked, especially if wild animals are included?	How did Sherlock actually fake his death in the series? It was shown in 2 ways. Which was the actual one?	0
What are some colors that go well with navy blue?	What will go well with women's blue pants?	0
What are some characteristics of the equivalent resistance of a circuit?	What is the equivalent resistance of a circuit?	0
"Does advertising that celebrates people's ""vices"" work better than advertising that celebrates their ""virtues""?"	Why does mobile advertising work better than online advertising?	0
Is getting an MBA worth it?	Is it worth it to do an MBA?	1
My ex-girlfriend has not blocked me on any forms of social media, or deleted any pictures of us. Does this mean anything?	Lately I've been feeling left out. There isn't anything I'm aware of that I've been doing differently. It just seems like my friends are moving on without me. Any advise as to what this means? or what I can do to regain my status?	0
When is the best time to have dinner?	What is best time for having dinner?	1
What is the business model for intent.com?	What is the business model for apartmentguige?	0
How can you find out if someone was arrested?	How do I find out if someone got arrested?	1
What are some of the best strategy games out there?	What is the best strategy for the game?	1
What is the reason why faces are not symmetrical?	What is the reason why my face is not symmetrical?	0
What is the best place to stay in Mumbai?	Where is best place to live in Mumbai?	1
What are some good ways to know about latest technology trends?	How do I learn about latest technology?	1
What are certifications of a marketing research analyst?	How do I become a marketing research analyst?	0
How do people with bipolar disorder think?	What do people with bipolar think of reddit?	0
If I replace one meal with salad every day, will I lose weight?	Will I lose weight if I diet and exercise for 30-40 minutes every day?	0
Some good but unpopular colleges in Delhi?	What are some bad things about welfare?	0
What is the best way to save up for a large future purchase?	What's the best way to save up for a large purchase?	0
What is the best programs for mechanical engineerings?	What are the best courses for mechanical engineer for high salary?	1
What is the most amount of money you have made on FiveBucker.com?	What's the most amount of money you've made in a week?	0
How do I write my first nonfiction book?	I want to write a book? What should I do?	0
Which one is better processor snapdragon 650 or snapdragon 430?	Which one is a better processor: 1.8 GHz Intel quad core or a 1.7 GHz Snapdragon Octacor?	0
What is the difference between a shotgun and a firearm?	Is there a difference between a gun and a firearm?	0
What are the names of Subway sauces?	What does B.M.T. stand for in reference to the sandwich at Subway?	0
Why does procurement planning important?	Why is menu planning so important?	0
Does a human body degrades in space?	Will human body decay in space?	1
What's it like to own the glyph is it worth buying?	Is Kaziranga University good?	0
Is it hard to pass icwa?	What are the main uses of graphite?	0
Is there any app I can use to control a PowerPoint presentation on a computer using an iPhone or an iPad?	What is the font used in the iPad Mail app?	0
If I want to watch Star Wars, where should I begin if I never watched any episode or movie of Star Wars?	If I want to watch all star wars movies, what is the correct order?	1
Do employees at Moduslink Global have a good work-life balance? Does this differ across positions and departments?	Do employees at Joy Global have a good work-life balance? Does this differ across positions and departments?	0
What are some good news sources in Brazil?	What is the best news source?	0
What happens at the end of The Lobster (2015)?	What is your review of The Lobster (2015 movie)?	0
How Much Money Can I Earn From My YouTube Videos In 1K Indian Viewers?	What Filipino foods can I serve to my white friends?	0
What is an oxidizing environment?	What is oxidation?	0
When will we get rid of religion?	What is the best way to get rid of religion?	0
How do I have sex with a girl who does not like me?	How do I flirt with a girl who likes me?	0
How do I become a human rights activist in india?	How can I become a more confident vegan activist?	0
Should you believe in astrology and astrologers (pandits)?	Do you believe in horoscope?	1
Can one tell who viewed my Instagram videos?	How can I see who viewed my Instagram video?	1
What is the one that you regret not doing?	What should you regret but don't?	0
what are the signs a guy likes you ?	How do I know if a guy likes me in office?	1
Which is better, IIIT or NIT?	Which is better, a CSE at NIT Jamshedpur or an IT at IIIT allahabad?	0
Need understanding of my dead grandma?	Why is water fasting bad for your health?	0
Where in France do grapes grow the best?	Where in the U.S. do grapes grow the best?	0
What are some examples of common sense or presence of mind?	What are some great examples of presence of mind?	1
How can I get fluency in English speaking?	How can I speak fluent english and get confident?	1
How does one break the laws of physics?	Why can't we break the laws of physics?	0
Could you ”uncollapse” a black hole by throwing pure electrons into it (as electromagnetic forces are orders of magnitude larger than gravitational)?	Will a black hole stop being a black hole if it gets enough electrical charge?	0
How do I hire a truck in Bangalore?	What is the best way to hire a truck in Bangalore?	1
What is your least favorite U.S. state and why?	What is your least favorite U.S. state?	1
How long does it take to get accepted to law school once your application is complete?	If I take SAT several times, does it affect my changes to get accepted to an Ivy school?	0
What's the meaning of 'shonar futtu' in Bengali?	What is the meaning of Udi baba in bengali?	0
What it takes to be a successful entrepreneur?	What does it take to become an entrepreneur?	1
What can I do with an animation degree?	Can I become an animator without a degree?	0
What percentile should be required in cat 2017 to get calls from cluster A colleges?	I have scored 99.04 percentile in CAT 2016, which IIMs can I get a call from?	0
What are the 3 main components of a CPU?	What are the main components of a CPU?	0
What does this error mean?	What does this error mean in Chrome (39.0.21)?	0
What are some unknown computer tricks and hacks?	What are some good computer tricks that are not commonly known?	1
How do I prepare for scientific aptitude test for JEE 2017 (any rough idea)?	I am a JEE 2017 aspirant. how can I prepare for full course mock test of JEE?	0
What are good ways to spend 2 months in India?	How would you spend 3 months in India?	0
Is asthma curable and how?	Is diabetes curable?	0
Is sex important in love?	Is sex necessary in a relationship?	1
What do Chinese people think about Narendra Modi?	What do Chinese people think of Narendra Modi?	1
I need a car. Which is a better car between a Honda City and a Hyundai Verna?	Which is the best, Honda City or Verna?	1
Why should you declaw a dog?	How can you get a dog declawed?	0
Is homeotherapy effective?	What is homeotherapy?	0
I know two foreign languages, Arabic and French. what else should learn in the technical fields to maximize my career?	Is chemical engineering a good idea for me as pre-med?	0
What is your best hostel story?	What should have the best hostel?	0
How did Mac developed its own equivalent for the Notepad?	Can I use notepad to create a keylogger?	0
How do I control my diabetes?	What are risk Factor of diabetes?	0
Is cocaine available in poland?	Why is cocaine glamorized?	0
Am I just causing a problem with my girlfriend for no reason?	I'm a girl. My best friend (guy) that I've known 7 years is ignoring me because his girlfriend is jealous of me for no reason. Should I forgive him?	0
Why is Mongolia so sparsely populated?	Why is Mongolia underpopulated?	1
How much marks can one expect after solving past year papers of 12th HSC? Are questions repeated?	Where can I get last 5 years question paper for CS 1 and 2 for HSC board?	0
When is BigBasket.com launching in Pune?	How can I cancel the order in bigbasket.com?	0
What are Some really great pictures depicting Lord Shiva?	What are some of the best images of Lord Shiva?	1
How can I help my family members in depression?	How can a family member best help a sibling with depression?	1
Is Smoking hookah more hazardous than smoking cigarettes?	Is hookah more harmful than cigarette?	1
What is Ontario's motto and its significance, how does it compare to California's?	What is Ontario's motto and its significance, how does it compare to Arizona's?	0
What is your philosophy of food?	How would you describe your philosophy on cooking and food?	1
Is there any way to get an internship in a publishing house in India?	From where do I get publishers in India?	0
What are the best C books to begin programming?	What is non representational painting? What are some examples?	0
What should I do if my father dies?	What is it like to have your father die?	0
Is it safe to take methamphetamine whilst on Escitalopram?	Is it safe to drink alcohol after taking Tylenol?	0
How far ahead is Tesla in the race for self driving cars?	Who is ahead in the race to sell self-driving cars?	0
What are the prophets of Ancient Egypt?	Have you ever fallen to the ground while walking, next thing you know, it is 20 hours later (coma)?	0
What is the Indian government doing to control population growth?	Why isn't anything done about India's population growth?	1
How do I photograph sky in night	How do I photograph the night sky, including auroras, with a Nikon D5300?	1
Is it illegal for a 19 dating a 15?	I'm 36 year old man and in love with a 19 year old woman. Should we date and see if it's right for marriage?	0
What is the main function of a relay?	What does a fan relay switch do?	0
"If I say ""I am feeling blue"", what does that mean? Where does that expression come from?"	What does it mean if a girl says leave on destiny when you express your feelings?	0
What is height og SSC CGL preparation what is height of SSC CGL preparation?	What is height of SSC CGL preparation?	1
How can I last for a longer time during sex?	How do I create and design websites?	0
What is an ecological relationship?	What is ecology?	0
Which is the best book of maths for preparation of iit - jee?	Which maths book are good for IIT JEE preparation?	1
How will scraping of 500 and 1000 rupees notes help in curbing corruption and black money?	How will the ban on 500 and 1000 rupee note stop black money?	1
Where can I find this type of plastic bottle tube with top pop lid for packaging of my FMCG product (candy) in india?	How do I find a list of FMCG products in India?	0
SEBI or RBI: I am Software engineer at Cognizant. I want to work for SEBI or RBI to strengthen my profile for US MBA.Which one is best to work for me?	How does it feel to work at SEBI?	0
What is the best app for white men who only like black men?	What is the best combination of clothes to wear with a white waistcoat for men?	0
What are some classic match saving performances?	Why does M. S. Dhoni always take back a stump after winning a match?	0
What is the best way to motivate yourself to be productive?	How do you motivate yourself to run?	0
What are some mind blowing iphone cases that most people don't know about?	What are some mind-blowing Smartphone cases that exist that most people don't know about?	0
Is it possible to love more than one person at the same time?	İs it possible to be in love with 2 people at the same time?	1
Is Barron Trump autistic?	Does Barron Trump have autism?	1
Muslims in Germany?	If I learn C#/.NET, would it still be beneficial to learn Python/Django?	0
How do I stop worrying about her after a break up?	I'm a girl and I have no girlfriends but many guy friends. I don't get along well with girls. Rather, they tend to hate me. How bad is that?	0
Can you help me get a lot more followers on Instagram?	How do I get 5k followers on Instagram?	1
How can I be beautiful inside out?	How can I be beautiful inside?	0
What should target SSC or UPSC first?	I am 28, working in IT, targeting CSE 2017. Planning to leave job, but cynical about upsc reducing age limit to 30/28. Is my decision correct?	0
What are some of the best 7th grade science fair projects you've seen?	What are some examples of 7th grade science fair projects?	1
Which is the best email marketing online tool or software?	What is the best email marketing software which is free to use?	0
Why do we need Java programming?	Do I need Java on my computer?	1
Which is the best brand fo laptops?	Which is the best laptop brand in India?	0
In terms of reputation, can McGill University compare with the Ivy league?	How much does it cost to fund Ivy League degree?	0
Would most average guys in there 40's and 50's easily be able to win a one on one fight with an average guy who is in there late teens and early 20's?	Can a woman in there early 20's who makes $150,000 a month as an author/fashion designer live in a luxury rental apartment building?	0
Are there any examples who struggled in the beginning of their career despite of a good academic record and later achieved a good professional satisfaction?	Are there any Indian men and women (married) who are doing well in their professional career but have issues in their personal life?	0
What does Russia want with Ukraine?	Why is Russia invading Ukraine?	0
Who invented the first alphabet? How was it invented?	Who invented the alphabet?	1
What is the salary of a software engineer in Agoda, Bangkok with 5 years experience in Java/JEE?	I am a Software Engineer in Bangalore with 1.5 years of experience and I am earning 60K per month. Is it a good salary in the current software industry?	0
Do employees at Range Resources have a good work-life balance? Does this differ across positions and departments?	Do employees at Continental Resources have a good work-life balance? Does this differ across positions and departments?	0
What universities does National Commerce recruit new grads from? What majors are they looking for?	What universities does Access National recruit new grads from? What majors are they looking for?	0
What is the difference between whatsoever and whatever?	"What's the difference between ""whatever"" and""whatsoever""?"	1
Is it okay to learn multiple CS subjects at once?	What is the best way to learn multiple subjects?	0
In Google Sheets, how do I calculate an hour duration by a pay rate?	"How do you ""paste links"" from one cell in a Google Sheet to the cell of another Google Sheet?"	0
